#,organization,description,stars,forks,language,created_at,updated_at,archived,size_kb,has_issues,open_issues,default_branch,clone_url,html_url,repository_category_claude,repository_category
292,RabbyHub,The game-changing wallet for Ethereum and all EVM chains,1667,503,TypeScript,2021-04-09T11:35:55Z,2025-10-01T07:54:50Z,FALSE,135481,TRUE,100,develop,https://github.com/RabbyHub/Rabby.git,https://github.com/RabbyHub/Rabby,Wallet,Wallet Dapp / Library / Browser
293,rainbow-me,The best way to connect a wallet 🌈 🧰,2684,747,MDX,2021-08-04T08:32:05Z,2025-10-02T13:06:56Z,FALSE,28885,TRUE,55,main,https://github.com/rainbow-me/rainbowkit.git,https://github.com/rainbow-me/rainbowkit,UI Library,UI / Frontend / Library
294,rainbow-me,🌈‒ the Ethereum wallet that lives in your pocket,4197,681,TypeScript,2019-03-20T16:46:57Z,2025-10-01T19:11:33Z,FALSE,257312,TRUE,22,develop,https://github.com/rainbow-me/rainbow.git,https://github.com/rainbow-me/rainbow,Wallet,Wallet Dapp / Library / Browser
295,raineorshine,Ethereum Solidity REPL,399,31,JavaScript,2016-06-13T04:55:01Z,2025-09-23T05:38:32Z,FALSE,533,TRUE,8,master,https://github.com/raineorshine/solidity-repl.git,https://github.com/raineorshine/solidity-repl,Development Tool,IDE / Development Environment
296,raineorshine,Find newer versions of package dependencies than what your package.json allows,9975,347,TypeScript,2013-09-07T01:36:03Z,2025-10-02T11:35:33Z,FALSE,7019,TRUE,92,main,https://github.com/raineorshine/npm-check-updates.git,https://github.com/raineorshine/npm-check-updates,Development Tool,Utility Library
297,raineorshine,A collection of short yet fully-functional contracts that demonstrate Solidity language features.,434,91,JavaScript,2016-07-11T16:39:54Z,2025-09-11T02:28:56Z,FALSE,35,TRUE,1,master,https://github.com/raineorshine/solidity-by-example.git,https://github.com/raineorshine/solidity-by-example,Educational Resource,Education Resource / Boilerplate
298,raineorshine,Visualize Solidity control flow for smart contract security analysis.  :dollar: ⇆ :dollar:,1031,122,JavaScript,2016-07-05T21:10:07Z,2025-09-28T04:18:55Z,FALSE,519,TRUE,5,master,https://github.com/raineorshine/solgraph.git,https://github.com/raineorshine/solgraph,Visualization Tool,Security Tool
299,rarible,Interfaces for smart contracts used by Rarible,397,239,JavaScript,2021-02-18T04:34:55Z,2025-09-22T12:58:16Z,FALSE,226639,TRUE,3,master,https://github.com/rarible/protocol-contracts.git,https://github.com/rarible/protocol-contracts,Smart Contract Protocol,Smart Contract Library
300,sablier-labs,⏳ Smart contracts of the Sablier Lockup protocol,336,70,Solidity,2022-04-03T08:03:26Z,2025-10-02T07:46:00Z,FALSE,10247,TRUE,9,main,https://github.com/sablier-labs/lockup.git,https://github.com/sablier-labs/lockup,DeFi Protocol,DeFi Protocol
301,sc-forks,Code coverage for Solidity smart-contracts,1002,278,JavaScript,2017-05-01T19:44:48Z,2025-08-30T12:38:13Z,FALSE,9889,TRUE,40,master,https://github.com/sc-forks/solidity-coverage.git,https://github.com/sc-forks/solidity-coverage,Testing Tool,Testing Tool
302,sigp,Ethereum consensus client in Rust,3302,919,Rust,2018-07-06T07:56:39Z,2025-10-01T19:21:48Z,FALSE,149461,TRUE,472,stable,https://github.com/sigp/lighthouse.git,https://github.com/sigp/lighthouse,Blockchain Client,Blockchain Core / Protocol
303,sigp,Comprehensive list of known attack vectors and common anti-patterns,1493,223,,2018-05-30T15:36:21Z,2025-09-29T11:55:49Z,FALSE,191,TRUE,4,master,https://github.com/sigp/solidity-security-blog.git,https://github.com/sigp/solidity-security-blog,Security Resource,Education Resource / Boilerplate
304,smartcontractkit,"A repo for boilerplate code for testing, deploying, and shipping chainlink solidity code. ",1273,513,JavaScript,2021-03-23T14:20:56Z,2025-09-27T17:07:14Z,FALSE,67703,TRUE,25,main,https://github.com/smartcontractkit/hardhat-starter-kit.git,https://github.com/smartcontractkit/hardhat-starter-kit,Development Template,Education Resource / Boilerplate
305,smartcontractkit,,354,103,Solidity,2022-07-04T18:29:41Z,2025-10-01T00:22:24Z,FALSE,163,TRUE,21,main,https://github.com/smartcontractkit/foundry-starter-kit.git,https://github.com/smartcontractkit/foundry-starter-kit,Development Template,Education Resource / Boilerplate
306,smartcontractkit,"Working with smart contracts with eth-brownie, python, and Chainlink. ",514,199,Solidity,2020-12-14T03:55:10Z,2025-09-18T06:31:08Z,FALSE,214,TRUE,9,main,https://github.com/smartcontractkit/chainlink-mix.git,https://github.com/smartcontractkit/chainlink-mix,Development Template,Education Resource / Boilerplate
307,smartcontractkit,https://docs.chain.link The Chainlink developer documentation website for Smart Contract Devs and Node Operators,460,449,MDX,2021-03-29T16:51:01Z,2025-10-01T18:32:50Z,FALSE,301749,TRUE,36,main,https://github.com/smartcontractkit/documentation.git,https://github.com/smartcontractkit/documentation,Documentation,Documentation
308,smartcontractkit,,1063,308,Solidity,2024-03-20T11:59:54Z,2025-10-02T12:44:51Z,FALSE,298,TRUE,18,main,https://github.com/smartcontractkit/Web3_tutorial_Chinese.git,https://github.com/smartcontractkit/Web3_tutorial_Chinese,Educational Resource,Education Resource / Boilerplate
309,smartcontractkit,"Ultimate Solidity, Blockchain, and Smart Contract - Beginner to Expert Full Course | Python Edition",11134,2941,,2021-07-27T00:23:44Z,2025-10-02T09:09:52Z,FALSE,230,TRUE,225,main,https://github.com/smartcontractkit/full-blockchain-solidity-course-py.git,https://github.com/smartcontractkit/full-blockchain-solidity-course-py,Educational Resource,Education Resource / Boilerplate
310,smartcontractkit,"Learn Blockchain, Solidity, and Full Stack Web3 Development with Javascript",13711,3243,,2022-01-17T01:15:22Z,2025-10-02T08:08:23Z,FALSE,4191,TRUE,103,main,https://github.com/smartcontractkit/full-blockchain-solidity-course-js.git,https://github.com/smartcontractkit/full-blockchain-solidity-course-js,Educational Resource,Education Resource / Boilerplate
311,smartcontractkit,This repo is dedicated to making minimal repos of existing defi primatives.,492,115,JavaScript,2022-03-18T22:29:43Z,2025-09-29T23:03:30Z,FALSE,714,TRUE,6,main,https://github.com/smartcontractkit/defi-minimal.git,https://github.com/smartcontractkit/defi-minimal,Educational Resource,Education Resource / Boilerplate
312,smartcontractkit,"node of the decentralized oracle network, bridging on and off-chain computation",7779,1863,Go,2017-11-20T19:50:46Z,2025-10-02T13:12:15Z,FALSE,801789,TRUE,323,develop,https://github.com/smartcontractkit/chainlink.git,https://github.com/smartcontractkit/chainlink,Oracle Protocol,Other
313,smartcontractkit,A repository for automatically using the latest chainlink repo from the core chainlink repo.,446,88,Solidity,2021-04-05T14:45:01Z,2025-09-28T09:52:36Z,FALSE,49935,TRUE,5,main,https://github.com/smartcontractkit/chainlink-brownie-contracts.git,https://github.com/smartcontractkit/chainlink-brownie-contracts,Smart Contract Library,Smart Contract Library
314,solana-labs,"Web-Scale Blockchain for fast, secure, scalable, decentralized apps and marketplaces.",14549,5236,Rust,2018-02-14T04:26:27Z,2025-10-02T12:42:55Z,TRUE,448781,TRUE,265,master,https://github.com/solana-labs/solana.git,https://github.com/solana-labs/solana,Blockchain Platform,Blockchain Core / Protocol
315,solana-labs,Scaffolding for a dapp built on Solana,1821,1016,TypeScript,2021-02-16T15:08:43Z,2025-09-29T19:52:24Z,TRUE,3752,TRUE,19,main,https://github.com/solana-labs/dapp-scaffold.git,https://github.com/solana-labs/dapp-scaffold,Development Template,Education Resource / Boilerplate
316,solana-labs,,336,37,,2021-04-22T15:24:19Z,2025-07-07T17:07:56Z,TRUE,267,TRUE,6,master,https://github.com/solana-labs/solana-season.git,https://github.com/solana-labs/solana-season,Educational Resource,Education Resource / Boilerplate
317,solana-labs,Hello world on Solana,954,877,TypeScript,2020-04-07T07:48:08Z,2025-09-29T19:52:09Z,TRUE,1334,TRUE,52,master,https://github.com/solana-labs/example-helloworld.git,https://github.com/solana-labs/example-helloworld,Educational Resource,Education Resource / Boilerplate
318,solana-labs,Break Solana Game,332,229,TypeScript,2019-12-09T18:03:56Z,2025-09-29T19:52:32Z,TRUE,21569,TRUE,47,main,https://github.com/solana-labs/break.git,https://github.com/solana-labs/break,Game/DApp,Other
319,solana-labs,,321,554,TypeScript,2021-08-16T23:37:34Z,2025-09-26T04:12:43Z,TRUE,153575,TRUE,121,main,https://github.com/solana-labs/governance-ui.git,https://github.com/solana-labs/governance-ui,Governance Tool,Other
320,solana-labs,A collection of Solana programs maintained by Solana Labs,4089,2357,Rust,2020-05-29T19:39:19Z,2025-10-01T13:37:09Z,TRUE,91053,TRUE,68,master,https://github.com/solana-labs/solana-program-library.git,https://github.com/solana-labs/solana-program-library,Smart Contract Library,Smart Contract Library
321,solana-labs,The community maintained Solana token registry,1617,15056,Go,2020-11-06T15:19:27Z,2025-10-02T10:58:13Z,TRUE,1566982,TRUE,4753,main,https://github.com/solana-labs/token-list.git,https://github.com/solana-labs/token-list,Token Registry,Metadata Repository
322,solana-playground,"Quickly develop, deploy and test Solana programs from browsers",850,354,Rust,2022-04-20T16:00:01Z,2025-10-02T14:10:49Z,FALSE,36761,TRUE,148,master,https://github.com/solana-playground/solana-playground.git,https://github.com/solana-playground/solana-playground,Web IDE,IDE / Development Environment
325,starknet-io,The main repo for starknet.io,637,270,TypeScript,2022-11-08T12:52:53Z,2025-09-30T14:30:40Z,FALSE,394948,TRUE,96,dev,https://github.com/starknet-io/starknet-website.git,https://github.com/starknet-io/starknet-website,Documentation,Documentation
326,starknet-io,JavaScript library for StarkNet,1249,817,TypeScript,2021-10-18T14:48:18Z,2025-09-30T15:29:36Z,FALSE,22353,TRUE,64,develop,https://github.com/starknet-io/starknet.js.git,https://github.com/starknet-io/starknet.js,SDK/Library,SDK / Library
327,tatumio,"🚀 Tatum SDK: A 💪 powerful, 🌟 feature-rich TypeScript/JavaScript 📚 library that streamlines the 🛠️ development of 🌐 blockchain applications.",392,130,TypeScript,2020-07-07T11:30:21Z,2025-09-03T15:21:19Z,FALSE,73577,TRUE,16,master,https://github.com/tatumio/tatum-js.git,https://github.com/tatumio/tatum-js,SDK/Library,SDK / Library
328,Tenderly,"CLI tool for Smart Contract error tracking, monitoring and alerting.",562,166,Go,2018-11-07T18:07:37Z,2025-09-30T06:03:36Z,FALSE,778,TRUE,53,master,https://github.com/Tenderly/tenderly-cli.git,https://github.com/Tenderly/tenderly-cli,Monitoring Tool,Analytics / Monitoring Tool
329,tintinweb,An interactive Solidity Shell,543,28,JavaScript,2021-08-30T11:02:09Z,2025-08-27T13:20:49Z,FALSE,1306,TRUE,5,master,https://github.com/tintinweb/solidity-shell.git,https://github.com/tintinweb/solidity-shell,Development Tool,IDE / Development Environment
332,tintinweb,A simple library to recover the private key of ECDSA and DSA signatures sharing the same nonce k and therefore having identical signature parameter r,420,137,Python,2017-07-20T22:17:56Z,2025-10-01T17:15:15Z,FALSE,39,TRUE,2,master,https://github.com/tintinweb/ecdsa-private-key-recovery.git,https://github.com/tintinweb/ecdsa-private-key-recovery,Security Tool,Cryptography Library
333,tintinweb,🐦🌴🌴🌴🦕 A home for ethereum smart contracts. 🏠,1576,279,Python,2018-06-19T20:53:49Z,2025-09-18T01:05:50Z,FALSE,12796409,TRUE,7,master,https://github.com/tintinweb/smart-contract-sanctuary.git,https://github.com/tintinweb/smart-contract-sanctuary,Smart Contract Repository,Metadata Repository
334,trailofbits,Symbolic execution tool,3796,485,Python,2017-02-10T22:28:34Z,2025-09-28T05:57:35Z,FALSE,48150,TRUE,287,master,https://github.com/trailofbits/manticore.git,https://github.com/trailofbits/manticore,Security Tool,Security Tool
335,trailofbits,A Docker container preconfigured with all of the Trail of Bits Ethereum security tools.,720,118,Dockerfile,2018-12-20T19:42:17Z,2025-09-21T05:21:51Z,FALSE,54,TRUE,2,master,https://github.com/trailofbits/eth-security-toolbox.git,https://github.com/trailofbits/eth-security-toolbox,Security Tool,Security Tool
336,TrueFiEng,Framework for rapid Dapp development. Simple. Robust. Extendable. Testable,1605,370,TypeScript,2020-12-18T09:01:59Z,2025-09-04T18:02:00Z,FALSE,72561,TRUE,59,master,https://github.com/TrueFiEng/useDApp.git,https://github.com/TrueFiEng/useDApp,Development Framework,Development Platform / Framework
337,TrueFiEng,Library for writing and testing smart contracts.,970,181,TypeScript,2018-07-16T06:42:41Z,2025-09-30T07:41:41Z,FALSE,20342,TRUE,81,master,https://github.com/TrueFiEng/Waffle.git,https://github.com/TrueFiEng/Waffle,Testing Framework,Testing Tool
338,trustwallet,Trust Developer documentation: developer.trustwallet.com,404,240,,2019-05-05T02:39:31Z,2025-09-28T10:56:48Z,FALSE,39360,TRUE,32,master,https://github.com/trustwallet/developer.git,https://github.com/trustwallet/developer,Documentation,Documentation
339,trustwallet,Web3 javascript wrapper provider for iOS and Android platforms.,859,472,TypeScript,2018-02-12T00:44:21Z,2025-09-29T18:47:12Z,FALSE,8508,TRUE,113,main,https://github.com/trustwallet/trust-web3-provider.git,https://github.com/trustwallet/trust-web3-provider,SDK/Library,SDK / Library
340,trustwallet,"Upload yours token, coin and dApp image to get displayed in the Trust Wallet",371,1857,JavaScript,2018-01-26T20:55:58Z,2025-09-07T13:11:11Z,TRUE,201467,TRUE,9,master,https://github.com/trustwallet/tokens.git,https://github.com/trustwallet/tokens,Token Registry,Metadata Repository
341,trustwallet,"A comprehensive, up-to-date collection of information about several thousands (!) of crypto tokens.",5057,25551,Go,2019-08-09T22:06:16Z,2025-10-02T14:32:34Z,FALSE,682086,TRUE,76,master,https://github.com/trustwallet/assets.git,https://github.com/trustwallet/assets,Token Repository,Metadata Repository
342,trustwallet,:iphone: Trust - Ethereum Wallet and Web3 DApp Browser for iOS,1570,724,Swift,2017-09-21T21:40:02Z,2025-09-29T18:47:10Z,TRUE,13314,TRUE,65,master,https://github.com/trustwallet/trust-wallet-ios.git,https://github.com/trustwallet/trust-wallet-ios,Wallet,Wallet Dapp / Library / Browser
343,trustwallet,Trust - Ethereum Wallet for Android  (Inactive Repository),399,263,Java,2018-02-12T06:28:52Z,2025-09-21T17:15:24Z,TRUE,4017,TRUE,21,master,https://github.com/trustwallet/trust-wallet-android-source.git,https://github.com/trustwallet/trust-wallet-android-source,Wallet,Wallet Dapp / Library / Browser
344,trustwallet,"Cross-platform, cross-blockchain wallet library.",3254,1812,C++,2019-02-14T18:25:54Z,2025-10-02T13:56:00Z,FALSE,31323,TRUE,45,master,https://github.com/trustwallet/wallet-core.git,https://github.com/trustwallet/wallet-core,Wallet Library,Wallet Dapp / Library / Browser
345,Uniswap,Interface for Uniswap V3 analytics. 📊,388,310,TypeScript,2021-02-26T18:29:26Z,2025-09-29T20:25:16Z,FALSE,18082,TRUE,71,master,https://github.com/Uniswap/v3-info.git,https://github.com/Uniswap/v3-info,Analytics Tool,Analytics / Monitoring Tool
346,Uniswap,ℹ️ Uniswap v1+v2 analytics,326,652,JavaScript,2018-12-20T22:21:44Z,2025-09-24T10:31:46Z,FALSE,8275,TRUE,82,v2,https://github.com/Uniswap/info.git,https://github.com/Uniswap/info,Analytics Tool,Analytics / Monitoring Tool
347,Uniswap,🦄 Open source interfaces for the Uniswap protocol,5358,5356,TypeScript,2017-10-29T05:09:58Z,2025-10-02T12:59:36Z,FALSE,360981,TRUE,784,main,https://github.com/Uniswap/interface.git,https://github.com/Uniswap/interface,DApp Interface,UI / Frontend / Library
348,Uniswap,🐍Uniswap V1 smart contracts,522,320,Python,2018-04-17T05:20:48Z,2025-09-28T15:50:53Z,TRUE,216,TRUE,22,master,https://github.com/Uniswap/v1-contracts.git,https://github.com/Uniswap/v1-contracts,DeFi Protocol,DeFi Protocol
349,Uniswap,🦄 🦄 🦄 🦄 Core smart contracts of Uniswap v4,2319,1184,Solidity,2021-11-04T18:22:22Z,2025-10-02T09:41:17Z,FALSE,67825,TRUE,41,main,https://github.com/Uniswap/v4-core.git,https://github.com/Uniswap/v4-core,DeFi Protocol,DeFi Protocol
350,Uniswap,🦄 🦄 🦄 Core smart contracts of Uniswap v3,4808,2945,TypeScript,2020-04-29T20:27:00Z,2025-10-02T07:24:19Z,FALSE,6522,TRUE,75,main,https://github.com/Uniswap/v3-core.git,https://github.com/Uniswap/v3-core,DeFi Protocol,DeFi Protocol
351,Uniswap,🦄 🦄  Core smart contracts of Uniswap V2,3203,3392,TypeScript,2019-08-29T21:44:34Z,2025-10-02T07:22:03Z,FALSE,1070,TRUE,30,master,https://github.com/Uniswap/v2-core.git,https://github.com/Uniswap/v2-core,DeFi Protocol,DeFi Protocol
352,Uniswap,🦄 Gasless ERC20 swap settlement protocol 🦄,421,110,Solidity,2022-07-26T20:12:17Z,2025-09-30T14:29:42Z,FALSE,9777,TRUE,13,main,https://github.com/Uniswap/UniswapX.git,https://github.com/Uniswap/UniswapX,DeFi Protocol,DeFi Protocol
353,Uniswap,📓 Uniswap docs website,358,627,TypeScript,2021-03-01T19:28:29Z,2025-10-02T10:12:30Z,FALSE,210234,TRUE,9,main,https://github.com/Uniswap/docs.git,https://github.com/Uniswap/docs,Documentation,Documentation
354,Uniswap,Subgraph for Uniswap V3,372,560,TypeScript,2021-01-27T19:32:51Z,2025-10-01T19:43:44Z,FALSE,1875,TRUE,116,main,https://github.com/Uniswap/v3-subgraph.git,https://github.com/Uniswap/v3-subgraph,Indexing Tool,Indexing Protocol / Tool
355,Uniswap,Uniswap V2 subgraph 📊,425,794,TypeScript,2020-01-28T18:48:44Z,2025-09-29T13:43:27Z,FALSE,768,TRUE,70,main,https://github.com/Uniswap/v2-subgraph.git,https://github.com/Uniswap/v2-subgraph,Indexing Tool,Indexing Protocol / Tool
356,Uniswap,🛠 An SDK for building applications on top of Uniswap V3,569,440,TypeScript,2021-01-26T16:02:15Z,2025-09-19T03:20:26Z,TRUE,1515,TRUE,44,main,https://github.com/Uniswap/v3-sdk.git,https://github.com/Uniswap/v3-sdk,SDK/Library,SDK / Library
357,Uniswap,🛠 An SDK for building applications on top of Uniswap V2,437,1101,TypeScript,2019-05-27T16:50:32Z,2025-09-16T12:53:27Z,TRUE,1292,TRUE,19,main,https://github.com/Uniswap/v2-sdk.git,https://github.com/Uniswap/v2-sdk,SDK/Library,SDK / Library
358,Uniswap,🦄 🦄 🦄 🦄 Peripheral smart contracts for interacting with Uniswap v4,826,599,Solidity,2022-05-16T10:16:51Z,2025-10-02T09:41:24Z,FALSE,8501,TRUE,23,main,https://github.com/Uniswap/v4-periphery.git,https://github.com/Uniswap/v4-periphery,Smart Contract Library,Smart Contract Library
359,Uniswap,🦄 🦄 🦄 Peripheral smart contracts for interacting with Uniswap v3,1290,1237,TypeScript,2021-02-19T19:50:11Z,2025-09-29T10:53:55Z,FALSE,2026,TRUE,71,main,https://github.com/Uniswap/v3-periphery.git,https://github.com/Uniswap/v3-periphery,Smart Contract Library,Smart Contract Library
360,Uniswap,🎚 Peripheral smart contracts for interacting with Uniswap V2,1226,1771,Solidity,2019-12-09T20:17:43Z,2025-09-28T15:50:32Z,FALSE,660,TRUE,51,master,https://github.com/Uniswap/v2-periphery.git,https://github.com/Uniswap/v2-periphery,Smart Contract Library,Smart Contract Library
361,Uniswap,Uniswap's Universal Router for NFT and ERC20 swapping,476,259,TypeScript,2022-07-27T20:47:56Z,2025-09-27T06:07:54Z,FALSE,3163,TRUE,50,main,https://github.com/Uniswap/universal-router.git,https://github.com/Uniswap/universal-router,Smart Contract Protocol,DeFi Protocol
362,Uniswap,🔑🔑🔑 next generation token approvals mechanism,868,253,Solidity,2022-10-13T13:41:50Z,2025-09-30T07:23:06Z,FALSE,5869,TRUE,35,main,https://github.com/Uniswap/permit2.git,https://github.com/Uniswap/permit2,Smart Contract Protocol,Utility Library
363,Uniswap,Canonical liquidity mining contract for Uniswap V3,377,218,TypeScript,2021-05-04T21:55:45Z,2025-10-01T02:04:16Z,FALSE,794,TRUE,24,main,https://github.com/Uniswap/v3-staker.git,https://github.com/Uniswap/v3-staker,Smart Contract Tool,Staking Tool
364,Uniswap,📦 A smart contract that distributes a balance of tokens according to a merkle root,619,392,TypeScript,2020-09-02T14:12:37Z,2025-09-29T18:47:31Z,FALSE,379,TRUE,7,master,https://github.com/Uniswap/merkle-distributor.git,https://github.com/Uniswap/merkle-distributor,Smart Contract Tool,Utility Library
365,Uniswap,📚 The Token Lists specification,1601,1236,TypeScript,2020-06-10T15:17:31Z,2025-10-02T09:56:46Z,FALSE,329,TRUE,424,main,https://github.com/Uniswap/token-lists.git,https://github.com/Uniswap/token-lists,Specification,Specification
366,Uniswap,◦ The Uniswap default token list,385,1177,JavaScript,2020-07-20T13:45:20Z,2025-09-29T18:47:31Z,FALSE,583,TRUE,1420,main,https://github.com/Uniswap/default-token-list.git,https://github.com/Uniswap/default-token-list,Token Registry,Metadata Repository
367,Uniswap,,489,500,TypeScript,2021-05-17T01:55:42Z,2025-09-26T00:28:24Z,FALSE,12386,TRUE,72,main,https://github.com/Uniswap/smart-order-router.git,https://github.com/Uniswap/smart-order-router,Trading Tool,DeFi Protocol
368,Uniswap,"A simple, maximally extensible, dependency minimized framework for building modern Ethereum dApps",5686,1538,TypeScript,2018-11-13T17:39:38Z,2025-10-01T08:40:34Z,FALSE,19486,TRUE,175,main,https://github.com/Uniswap/web3-react.git,https://github.com/Uniswap/web3-react,UI Library,UI / Frontend / Library
369,Uniswap,"Uniswap Wallet is the simplest, safest, and most powerful self-custodial crypto wallet. It is developed by the Uniswap Labs team, inventors of the Uniswap Protocol.",645,105,TypeScript,2023-02-09T16:54:50Z,2025-09-30T19:34:07Z,TRUE,31455,FALSE,2,main,https://github.com/Uniswap/wallet.git,https://github.com/Uniswap/wallet,Wallet,Wallet Dapp / Library / Browser
370,Vectorized,Optimized Solidity snippets.,3091,429,Solidity,2022-07-16T23:39:24Z,2025-10-01T14:19:33Z,FALSE,6726,TRUE,39,main,https://github.com/Vectorized/solady.git,https://github.com/Vectorized/solady,Smart Contract Library,Smart Contract Library
371,Vectorized,Implementation of a co-joined ERC20 and ERC721 pair.,523,160,Solidity,2024-02-10T06:34:26Z,2025-10-02T12:01:09Z,FALSE,909,TRUE,18,main,https://github.com/Vectorized/dn404.git,https://github.com/Vectorized/dn404,Smart Contract Protocol,Smart Contract Library
372,vyperlang,Pythonic Smart Contract Language for the EVM,5101,865,Python,2016-11-11T08:56:41Z,2025-10-01T03:10:49Z,FALSE,13438,TRUE,550,master,https://github.com/vyperlang/vyper.git,https://github.com/vyperlang/vyper,Programming Language,Programming Language / Compiler
373,WalletConnect,WalletConnect Monorepo,1591,773,TypeScript,2018-08-26T14:02:36Z,2025-10-01T20:49:44Z,FALSE,106273,TRUE,69,v2.0,https://github.com/WalletConnect/walletconnect-monorepo.git,https://github.com/WalletConnect/walletconnect-monorepo,Connection Protocol,Wallet Dapp / Library / Browser
374,WalletConnect,Example Dapp,384,352,TypeScript,2018-09-13T16:37:52Z,2025-10-01T20:50:59Z,TRUE,5422,TRUE,31,master,https://github.com/WalletConnect/walletconnect-example-dapp.git,https://github.com/WalletConnect/walletconnect-example-dapp,DApp Example,Education Resource / Boilerplate
375,WalletConnect,Create Ethereum-powered apps with one command,2767,505,JavaScript,2020-01-13T01:04:56Z,2025-10-02T00:30:23Z,TRUE,39543,TRUE,41,develop,https://github.com/WalletConnect/create-eth-app.git,https://github.com/WalletConnect/create-eth-app,Development Tool,Education Resource / Boilerplate
376,WalletConnect,WalletConnect Documentation,609,419,CSS,2018-05-22T18:06:13Z,2025-10-01T20:49:50Z,TRUE,442439,TRUE,34,main,https://github.com/WalletConnect/walletconnect-docs.git,https://github.com/WalletConnect/walletconnect-docs,Documentation,Documentation
377,WalletConnect,WalletConnect Swift SDK v2,389,196,Swift,2021-12-07T15:52:32Z,2025-10-01T20:50:15Z,FALSE,43882,TRUE,54,develop,https://github.com/WalletConnect/WalletConnectSwiftV2.git,https://github.com/WalletConnect/WalletConnectSwiftV2,SDK/Library,SDK / Library
378,WalletConnect,WalletConnect Swift SDK,357,179,Swift,2019-08-08T10:25:50Z,2025-10-01T20:49:58Z,FALSE,485,TRUE,43,master,https://github.com/WalletConnect/WalletConnectSwift.git,https://github.com/WalletConnect/WalletConnectSwift,SDK/Library,SDK / Library
379,web3,Collection of comprehensive TypeScript libraries for Interaction with the Ethereum JSON RPC API and utility functions.,19894,5061,TypeScript,2014-09-30T20:50:37Z,2025-10-02T03:35:04Z,TRUE,137084,TRUE,144,4.x,https://github.com/web3/web3.js.git,https://github.com/web3/web3.js,SDK/Library,SDK / Library
380,web3swift-team,Full featured library for Ethereum interaction with the JSON RPC API in swift. Native ABI parsing and smart contract interactions.,874,481,JavaScript,2018-08-13T15:12:05Z,2025-09-30T23:58:31Z,FALSE,59254,TRUE,70,develop,https://github.com/web3swift-team/web3swift.git,https://github.com/web3swift-team/web3swift,SDK/Library,SDK / Library
381,wevm,Framework for Farcaster Frames 🐸,441,97,TypeScript,2024-02-07T01:27:36Z,2025-08-18T07:41:44Z,TRUE,29220,TRUE,12,main,https://github.com/wevm/frog.git,https://github.com/wevm/frog,Development Framework,Development Platform / Framework
382,wevm,"Minimal Documentation Framework, powered by React + Vite.",1357,89,TypeScript,2023-10-13T05:30:57Z,2025-10-02T13:26:24Z,FALSE,3444,TRUE,46,main,https://github.com/wevm/vocs.git,https://github.com/wevm/vocs,Documentation Tool,Documentation
383,wevm,TypeScript Interface for Ethereum,3179,1230,TypeScript,2022-07-22T00:54:04Z,2025-10-02T14:17:05Z,FALSE,374679,TRUE,16,main,https://github.com/wevm/viem.git,https://github.com/wevm/viem,SDK/Library,SDK / Library
384,wevm,Strict TypeScript types for Ethereum ABIs,529,61,TypeScript,2022-08-03T17:19:23Z,2025-09-30T07:03:24Z,FALSE,1413,TRUE,1,main,https://github.com/wevm/abitype.git,https://github.com/wevm/abitype,Type Library,Utility Library
385,wevm,Reactive primitives for Ethereum apps,6500,1263,TypeScript,2021-11-23T03:11:46Z,2025-10-02T14:20:32Z,FALSE,27045,TRUE,14,main,https://github.com/wevm/wagmi.git,https://github.com/wevm/wagmi,UI Library,SDK / Library
